feed_id,player_id,first_name,last_name,team_abbrev,pos,pos2,projected_points,points,user_team_id,picked,position
291861,506,Jed,Anderson,NTH,MID,NA,NA,0,182,FALSE,MID
992242,690,Jordan,Dawson,SYD,DEF,FWD,NA,0,33301,TRUE,FWD
280317,363,Rhys,Stanley,GEE,RUC,NA,NA,0,33301,FALSE,RUC
298264,481,Ed,Langdon,MEL,MID,NA,NA,0,9867,TRUE,MID
250321,361,Joel,Selwood,GEE,MID,NA,NA,0,186,FALSE,MID
993817,214,Darcy,Parish,ESS,FWD,MID,NA,0,189,TRUE,FWD
991988,660,Zak,Jones,STK,MID,NA,NA,0,33301,FALSE,MID
261510,343,Tom,Hawkins,GEE,FWD,NA,NA,0,186,TRUE,FWD
281091,293,Hugh,Greenwood,GCS,FWD,MID,NA,0,9867,TRUE,FWD
291526,334,Luke,Dahlhaus,GEE,FWD,NA,NA,0,NA,NA,NA
998133,51,Jarrod,Berry,BRL,MID,NA,NA,0,189,TRUE,MID
298272,307,Touk,Miller,GCS,MID,NA,NA,0,9806,TRUE,MID
261320,184,Tom,Bellchambers,ESS,RUC,NA,NA,0,NA,NA,NA
270938,22,Tom,Lynch,ADE,FWD,NA,NA,0,NA,NA,NA
290838,783,Jack,Darling,WCE,FWD,NA,NA,0,186,TRUE,FWD
294101,747,Jason,Johannisen,WBD,DEF,NA,NA,0,182,FALSE,DEF
260930,609,Shane,Edwards,RIC,DEF,MID,NA,0,NA,NA,NA
271045,797,Nic,Naitanui,WCE,RUC,NA,NA,0,9867,TRUE,RUC
295584,657,Bradley,Hill,STK,MID,NA,NA,0,NA,NA,NA
280858,678,Shane,Savage,STK,DEF,NA,NA,0,NA,NA,NA
298421,655,Jade,Gresham,STK,FWD,MID,NA,0,NA,NA,NA
281080,808,Brad,Sheppard,WCE,DEF,NA,NA,0,186,TRUE,DEF
290671,306,Anthony,Miles,GCS,MID,NA,NA,0,NA,NA,NA
