player.feed_id,player_id,round,picked,position,points,ppts,player.first_name,player.last_name,player.team.abbrev,user_team_id,userTeam.teamname,userTeam.user_id,userTeam.user.first_name
293535,76,6,true,MID,134,147,Lachie,Neale,BRL,5524,The Dragon's Laird,45168,Luke
1006130,761,6,true,FWD,119,84,Bailey,Smith,WBD,5524,The Dragon's Laird,45168,Luke
1001026,217,6,true,DEF,111,97,Jordan,Ridley,ESS,5524,The Dragon's Laird,45168,Luke
294557,746,6,true,MID,108,94,Lachie,Hunter,WBD,5524,The Dragon's Laird,45168,Luke
297523,30,6,true,RUC,103,107,Reilly,O'Brien,ADE,5524,The Dragon's Laird,45168,Luke
295342,703,6,true,DEF,102,119,Jake,Lloyd,SYD,5524,The Dragon's Laird,45168,Luke
293871,146,6,true,DEF,91,97,Jack,Crisp,COL,5524,The Dragon's Laird,45168,Luke
290738,534,6,true,MID,81,92,Jared,Polec,NTH,5524,The Dragon's Laird,45168,Luke
293222,21,6,true,DEF,76,88,Rory,Laird,ADE,5524,The Dragon's Laird,45168,Luke
270963,36,6,true,MID,76,97,Rory,Sloane,ADE,5524,The Dragon's Laird,45168,Luke
996765,713,6,true,FWD,72,111,Tom,Papley,SYD,5524,The Dragon's Laird,45168,Luke
250365,553,6,true,MID,70,126,Travis,Boak,PTA,5524,The Dragon's Laird,45168,Luke
294613,446,6,true,MID,66,97,Jaeger,O'Meara,HAW,5524,The Dragon's Laird,45168,Luke
1001299,588,6,true,FWD,54,77,Connor,Rozee,PTA,5524,The Dragon's Laird,45168,Luke
290160,472,6,true,DEF,47,78,Michael,Hibberd,MEL,5524,The Dragon's Laird,45168,Luke
261911,565,6,true,FWD,47,100,Brad,Ebert,PTA,5524,The Dragon's Laird,45168,Luke
293846,676,6,true,MID,37,82,Sebastian,Ross,STK,5524,The Dragon's Laird,45168,Luke
291962,459,6,true,FWD,34,98,Chad,Wingard,HAW,5524,The Dragon's Laird,45168,Luke
270935,200,6,false,DEF,0,0,Michael,Hurley,ESS,5524,The Dragon's Laird,45168,Luke
270146,97,6,false,MID,0,0,Ed,Curnow,CAR,5524,The Dragon's Laird,45168,Luke
998172,411,6,false,MID,0,0,Tim,Taranto,GWS,5524,The Dragon's Laird,45168,Luke
290627,628,6,false,MID,0,0,Dion,Prestia,RIC,5524,The Dragon's Laird,45168,Luke
295898,794,6,true,MID,140,93,Tim,Kelly,WCE,189,The Full Bonty,10857,Anthony
271129,519,6,true,RUC,129,145,Todd,Goldstein,NTH,189,The Full Bonty,10857,Anthony
998102,207,6,true,MID,120,96,Andrew,McGrath,ESS,189,The Full Bonty,10857,Anthony
293845,377,6,true,FWD,119,64,Jeremy,Cameron,GWS,189,The Full Bonty,10857,Anthony
992049,633,6,true,DEF,118,96,Jayden,Short,RIC,189,The Full Bonty,10857,Anthony
297373,729,6,true,MID,116,104,Marcus,Bontempelli,WBD,189,The Full Bonty,10857,Anthony
