feed_id,player_id,first_name,last_name,team_abbrev,pos,pos2,projected_points,points,user_team_id,picked,position,sc_team,sc_coach,round,year
293957,151,Brodie,Grundy,COL,RUC,,145,179,186,true,RUC,GetRichOrDieTryin,Mark,1,2020
290528,469,Max,Gawn,MEL,RUC,,141,93,33301,true,RUC,"What's Up, Doch?",Jordan,1,2020
295467,755,Jack,Macrae,WBD,MID,,123,103,9856,true,MID,It's always Sonny,Simon,1,2020
293535,76,Lachie,Neale,BRL,MID,,119,157,5524,true,MID,The Dragon's Laird,Luke,1,2020
291570,244,Nat,Fyfe,FRE,MID,,118,110,9867,true,MID,Bad Boys For Fyfe,James,1,2020
296347,397,Josh,Kelly,GWS,MID,,113,102,186,true,MID,GetRichOrDieTryin,Mark,1,2020
990704,94,Patrick,Cripps,CAR,MID,,120,112,9806,true,MID,HoweIMetYourMother,Lester,1,2020
993834,738,Josh,Dunkley,WBD,MID,,120,67,182,true,MID,Coronaviney,Paul,1,2020
291856,440,Tom,Mitchell,HAW,MID,,116,119,33301,true,MID,"What's Up, Doch?",Jordan,1,2020
270917,335,Patrick,Dangerfield,GEE,MID,,116,83,9856,true,MID,It's always Sonny,Simon,1,2020
297373,729,Marcus,Bontempelli,WBD,MID,,108,76,189,true,MID,The Full Bonty,Anthony,1,2020
291790,178,Adam,Treloar,COL,MID,,125,,9806,false,MID,HoweIMetYourMother,Lester,1,2020
271129,519,Todd,Goldstein,NTH,RUC,,123,136,189,true,RUC,The Full Bonty,Anthony,1,2020
294305,414,Lachie,Whitfield,GWS,FWD,MID,116,109,182,true,FWD,Coronaviney,Paul,1,2020
992468,668,Rowan,Marshall,STK,RUC,,125,92,9856,true,RUC,It's always Sonny,Simon,1,2020
996701,490,Clayton,Oliver,MEL,MID,,105,99,189,true,MID,The Full Bonty,Anthony,1,2020
295342,703,Jake,Lloyd,SYD,DEF,,97,77,5524,true,DEF,The Dragon's Laird,Luke,1,2020
292128,816,Elliot,Yeo,WCE,MID,,119,57,9867,true,MID,Bad Boys For Fyfe,James,1,2020
290801,787,Andrew,Gaff,WCE,MID,,108,119,182,true,MID,Coronaviney,Paul,1,2020
250365,553,Travis,Boak,PTA,MID,,102,125,5524,true,MID,The Dragon's Laird,Luke,1,2020
261224,90,Dayne,Zorko,BRL,MID,,111,52,33301,true,MID,"What's Up, Doch?",Jordan,1,2020
260382,700,Josh P.,Kennedy,SYD,MID,,104,129,9806,true,MID,HoweIMetYourMother,Lester,1,2020
992016,211,Zach,Merrett,ESS,MID,,117,111,182,true,MID,Coronaviney,Paul,1,2020
250312,616,Bachar,Houli,RIC,DEF,,100,,182,false,DEF,Coronaviney,Paul,1,2020
290778,714,Luke,Parker,SYD,MID,,93,125,9867,true,MID,Bad Boys For Fyfe,James,1,2020
260257,165,Scott,Pendlebury,COL,MID,,93,109,186,true,MID,GetRichOrDieTryin,Mark,1,2020
297401,6,Matt,Crouch,ADE,MID,,93,68,186,true,MID,GetRichOrDieTryin,Mark,1,2020
240283,789,Shannon,Hurn,WCE,DEF,,114,152,9806,true,DEF,HoweIMetYourMother,Lester,1,2020
295898,794,Tim,Kelly,WCE,MID,,112,86,189,true,MID,The Full Bonty,Anthony,1,2020
281065,337,Mitch,Duncan,GEE,MID,,102,120,189,true,MID,The Full Bonty,Anthony,1,2020
270963,36,Rory,Sloane,ADE,MID,,118,123,5524,true,MID,The Dragon's Laird,Luke,1,2020
998172,411,Tim,Taranto,GWS,MID,,102,,,,,,,1,2020
280921,513,Ben,Cunnington,NTH,MID,,107,185,182,true,MID,Coronaviney,Paul,1,2020
294685,415,Zac,Williams,GWS,DEF,,94,,189,false,DEF,The Full Bonty,Anthony,1,2020
290746,578,Scott,Lycett,PTA,RUC,,100,70,9806,true,RUC,HoweIMetYourMother,Lester,1,2020
290627,628,Dion,Prestia,RIC,MID,,101,118,5524,true,MID,The Dragon's Laird,Luke,1,2020
291969,378,Stephen,Coniglio,GWS,MID,,89,114,9867,true,MID,Bad Boys For Fyfe,James,1,2020
280078,809,Luke,Shuey,WCE,MID,,105,104,186,true,MID,GetRichOrDieTryin,Mark,1,2020
281007,270,Michael,Walters,FRE,FWD,MID,99,110,9856,true,FWD,It's always Sonny,Simon,1,2020
290847,620,Dustin,Martin,RIC,FWD,MID,106,126,9806,true,FWD,HoweIMetYourMother,Lester,1,2020
291975,323,Jarrod,Witts,GCS,RUC,,106,50,182,false,RUC,Coronaviney,Paul,1,2020
295136,736,Caleb,Daniel,WBD,DEF,,104,92,9867,true,DEF,Bad Boys For Fyfe,James,1,2020
293716,67,Jarryd,Lyons,BRL,MID,,104,115,9806,true,MID,HoweIMetYourMother,Lester,1,2020
294307,5,Brad,Crouch,ADE,MID,,92,92,189,true,MID,The Full Bonty,Anthony,1,2020
291800,366,Tom,Stewart,GEE,DEF,,112,100,9806,true,DEF,HoweIMetYourMother,Lester,1,2020
293846,676,Sebastian,Ross,STK,MID,,106,84,5524,false,MID,The Dragon's Laird,Luke,1,2020
291783,219,Dylan,Shiel,ESS,MID,,106,163,9867,true,MID,Bad Boys For Fyfe,James,1,2020
261299,108,Matthew,Kreuzer,CAR,RUC,,97,33,,,,,,1,2020
290307,715,Dane,Rampe,SYD,DEF,,95,86,9856,true,DEF,It's always Sonny,Simon,1,2020
1002222,460,James,Worpel,HAW,MID,,89,93,186,true,MID,GetRichOrDieTryin,Mark,1,2020
293222,21,Rory,Laird,ADE,DEF,,103,88,5524,true,DEF,The Dragon's Laird,Luke,1,2020
271072,80,Daniel,Rich,BRL,DEF,,93,87,186,true,DEF,GetRichOrDieTryin,Mark,1,2020
291776,136,Taylor,Adams,COL,MID,,86,112,9856,true,MID,It's always Sonny,Simon,1,2020
297907,116,Nic,Newman,CAR,DEF,,106,39,9856,true,DEF,It's always Sonny,Simon,1,2020
998659,261,Luke,Ryan,FRE,DEF,,96,52,186,true,DEF,GetRichOrDieTryin,Mark,1,2020
993903,392,Jacob,Hopper,GWS,MID,,91,112,33301,true,MID,"What's Up, Doch?",Jordan,1,2020
220001,325,Gary,Ablett,GEE,FWD,,89,93,9856,true,FWD,It's always Sonny,Simon,1,2020
297523,30,Reilly,O'Brien,ADE,RUC,,95,107,5524,true,RUC,The Dragon's Laird,Luke,1,2020
294557,746,Lachie,Hunter,WBD,MID,,88,84,5524,true,MID,The Dragon's Laird,Luke,1,2020
297899,471,James,Harmes,MEL,MID,,112,77,9856,true,MID,It's always Sonny,Simon,1,2020
296296,807,Dom,Sheed,WCE,MID,,105,128,9806,true,MID,HoweIMetYourMother,Lester,1,2020
296205,680,Jack,Steele,STK,MID,,102,128,186,true,MID,GetRichOrDieTryin,Mark,1,2020
260227,522,Shaun,Higgins,NTH,MID,,97,93,186,true,MID,GetRichOrDieTryin,Mark,1,2020
291201,430,Ricky,Henderson,HAW,MID,,88,53,,,,,,1,2020
290629,197,Dyson,Heppell,ESS,MID,,92,,33301,false,MID,"What's Up, Doch?",Jordan,1,2020
290311,82,Mitch,Robinson,BRL,MID,,93,97,33301,true,MID,"What's Up, Doch?",Jordan,1,2020
280965,173,Steele,Sidebottom,COL,MID,,89,125,189,true,MID,The Full Bonty,Anthony,1,2020
280109,413,Callan,Ward,GWS,MID,,4,,182,false,MID,Coronaviney,Paul,1,2020
1000978,72,Hugh,McCluggage,BRL,MID,,111,85,9867,true,MID,Bad Boys For Fyfe,James,1,2020
298539,698,Isaac,Heeney,SYD,FWD,MID,106,152,182,true,FWD,Coronaviney,Paul,1,2020
295344,387,Toby,Greene,GWS,FWD,,92,108,33301,true,FWD,"What's Up, Doch?",Jordan,1,2020
297566,455,James,Sicily,HAW,DEF,,91,70,9856,true,DEF,It's always Sonny,Simon,1,2020
296351,643,Jack,Billings,STK,MID,,95,120,33301,true,MID,"What's Up, Doch?",Jordan,1,2020
293479,59,Cameron,Ellis-Yolmen,BRL,MID,,93,,33301,false,MID,"What's Up, Doch?",Jordan,1,2020
294429,653,Luke,Dunstan,STK,MID,,96,92,9856,true,MID,It's always Sonny,Simon,1,2020
293845,377,Jeremy,Cameron,GWS,FWD,,80,70,9806,true,FWD,HoweIMetYourMother,Lester,1,2020
261323,439,Ben,McEvoy,HAW,RUC,,108,80,,,,,,1,2020
280763,69,Stefan,Martin,BRL,RUC,,93,58,9867,true,RUC,Bad Boys For Fyfe,James,1,2020
294674,637,Nick,Vlastuin,RIC,DEF,,89,78,33301,true,DEF,"What's Up, Doch?",Jordan,1,2020
270919,587,Tom,Rockliff,PTA,MID,,98,115,9856,true,MID,It's always Sonny,Simon,1,2020
280944,548,Jack,Ziebell,NTH,FWD,MID,85,19,9856,true,FWD,It's always Sonny,Simon,1,2020
270146,97,Ed,Curnow,CAR,MID,,90,57,5524,true,MID,The Dragon's Laird,Luke,1,2020
250105,115,Marc,Murphy,CAR,MID,,86,101,186,false,MID,GetRichOrDieTryin,Mark,1,2020
296359,495,Christian,Salem,MEL,DEF,,78,,9856,false,DEF,It's always Sonny,Simon,1,2020
294613,446,Jaeger,O'Meara,HAW,MID,,100,112,5524,true,MID,The Dragon's Laird,Luke,1,2020
281373,802,Jack,Redden,WCE,MID,,84,36,182,true,MID,Coronaviney,Paul,1,2020
994295,574,Dan,Houston,PTA,DEF,MID,93,79,9856,true,DEF,It's always Sonny,Simon,1,2020
240052,256,David,Mundy,FRE,MID,,98,,33301,false,MID,"What's Up, Doch?",Jordan,1,2020
293871,146,Jack,Crisp,COL,DEF,,94,62,5524,true,DEF,The Dragon's Laird,Luke,1,2020
291748,37,Brodie,Smith,ADE,DEF,,81,55,9806,true,DEF,HoweIMetYourMother,Lester,1,2020
298524,322,Lachie,Weller,GCS,DEF,,89,61,189,true,DEF,The Full Bonty,Anthony,1,2020
294318,593,Ollie,Wines,PTA,MID,,92,,,,,,,1,2020
290832,319,David,Swallow,GCS,MID,,83,92,9867,true,MID,Bad Boys For Fyfe,James,1,2020
290032,617,Kane,Lambert,RIC,FWD,,100,90,186,true,FWD,GetRichOrDieTryin,Mark,1,2020
294036,699,George,Hewett,SYD,MID,,95,,9806,false,MID,HoweIMetYourMother,Lester,1,2020
993799,289,Brayden,Fiorini,GCS,MID,,99,71,9856,false,MID,It's always Sonny,Simon,1,2020
290738,534,Jared,Polec,NTH,MID,,89,98,,,,,,1,2020
294859,796,Jeremy,McGovern,WCE,DEF,,87,83,9867,true,DEF,Bad Boys For Fyfe,James,1,2020
295265,389,Nick,Haynes,GWS,DEF,,94,114,33301,true,DEF,"What's Up, Doch?",Jordan,1,2020
994185,148,Jordan,De Goey,COL,FWD,,83,66,186,true,FWD,GetRichOrDieTryin,Mark,1,2020
991930,559,Darcy,Byrne-Jones,PTA,DEF,,82,114,189,true,DEF,The Full Bonty,Anthony,1,2020
990740,251,Rory,Lobb,FRE,RUC,,89,133,,,,,,1,2020
1006094,133,Sam,Walsh,CAR,MID,,72,55,189,true,MID,The Full Bonty,Anthony,1,2020
280737,454,Liam,Shiels,HAW,MID,,93,127,,,,,,1,2020
293713,286,Brandon,Ellis,GCS,MID,,96,79,,,,,,1,2020
291861,506,Jed,Anderson,NTH,MID,,79,75,,,,,,1,2020
992242,690,Jordan,Dawson,SYD,DEF,FWD,86,84,182,true,DEF,Coronaviney,Paul,1,2020
280317,363,Rhys,Stanley,GEE,RUC,,88,,,,,,,1,2020
298264,481,Ed,Langdon,MEL,MID,,84,120,,,,,,1,2020
250321,361,Joel,Selwood,GEE,MID,,87,68,186,false,MID,GetRichOrDieTryin,Mark,1,2020
993817,214,Darcy,Parish,ESS,FWD,MID,81,53,182,true,FWD,Coronaviney,Paul,1,2020
991988,660,Zak,Jones,STK,MID,,75,113,,,,,,1,2020
261510,343,Tom,Hawkins,GEE,FWD,,89,103,186,true,FWD,GetRichOrDieTryin,Mark,1,2020
281091,293,Hugh,Greenwood,GCS,FWD,MID,94,116,9867,true,FWD,Bad Boys For Fyfe,James,1,2020
291526,334,Luke,Dahlhaus,GEE,FWD,,78,98,189,true,FWD,The Full Bonty,Anthony,1,2020
998133,51,Jarrod,Berry,BRL,MID,,82,52,9856,true,MID,It's always Sonny,Simon,1,2020
298272,307,Touk,Miller,GCS,MID,,95,111,9806,true,MID,HoweIMetYourMother,Lester,1,2020
261320,184,Tom,Bellchambers,ESS,RUC,,93,101,,,,,,1,2020
270938,22,Tom,Lynch,ADE,FWD,,89,113,9856,true,FWD,It's always Sonny,Simon,1,2020
290838,783,Jack,Darling,WCE,FWD,,57,68,186,true,FWD,GetRichOrDieTryin,Mark,1,2020
294101,747,Jason,Johannisen,WBD,DEF,,72,61,182,true,DEF,Coronaviney,Paul,1,2020
260930,609,Shane,Edwards,RIC,DEF,MID,89,86,33301,true,DEF,"What's Up, Doch?",Jordan,1,2020
271045,797,Nic,Naitanui,WCE,RUC,,94,100,,,,,,1,2020
295584,657,Bradley,Hill,STK,MID,,79,58,5524,false,MID,The Dragon's Laird,Luke,1,2020
280858,678,Shane,Savage,STK,DEF,,83,,,,,,,1,2020
298421,655,Jade,Gresham,STK,FWD,MID,86,27,182,true,FWD,Coronaviney,Paul,1,2020
281080,808,Brad,Sheppard,WCE,DEF,,80,94,186,true,DEF,GetRichOrDieTryin,Mark,1,2020
290671,306,Anthony,Miles,GCS,MID,,82,,,,,,,1,2020
296035,516,Trent,Dumont,NTH,MID,,90,80,,,,,,1,2020
291545,767,Mitch,Wallis,WBD,FWD,MID,74,59,33301,true,FWD,"What's Up, Doch?",Jordan,1,2020
270732,763,Matthew,Suckling,WBD,DEF,,85,67,33301,true,DEF,"What's Up, Doch?",Jordan,1,2020
261396,570,Robbie,Gray,PTA,FWD,MID,92,104,33301,true,FWD,"What's Up, Doch?",Jordan,1,2020
298279,464,Angus,Brayshaw,MEL,MID,,86,71,9806,true,MID,HoweIMetYourMother,Lester,1,2020
294877,456,Isaac,Smith,HAW,MID,,81,119,,,,,,1,2020
996487,166,Tom,Phillips,COL,MID,,83,64,,,,,,1,2020
996059,47,Harris,Andrews,BRL,DEF,,98,103,182,true,DEF,Coronaviney,Paul,1,2020
296733,328,Mark,Blicavs,GEE,DEF,,83,86,,,,,,1,2020
250267,677,Paddy,Ryder,STK,RUC,FWD,84,79,189,true,FWD,The Full Bonty,Anthony,1,2020
240700,406,Heath,Shaw,GWS,DEF,,78,62,9867,false,DEF,Bad Boys For Fyfe,James,1,2020
1004592,740,Tim,English,WBD,RUC,,77,63,,,,,,1,2020
270325,537,Robbie,Tarrant,NTH,DEF,,83,66,,,,,,1,2020
290799,751,Tom,Liberatore,WBD,MID,,91,,,,,,,1,2020
298111,384,Jeremy,Finlayson,GWS,FWD,,82,62,9867,true,FWD,Bad Boys For Fyfe,James,1,2020
993905,709,Callum,Mills,SYD,DEF,,86,85,9806,true,DEF,HoweIMetYourMother,Lester,1,2020
996464,304,Darcy,MacPherson,GCS,FWD,MID,78,56,189,true,FWD,The Full Bonty,Anthony,1,2020
295461,218,Adam,Saad,ESS,DEF,,99,110,9867,true,DEF,Bad Boys For Fyfe,James,1,2020
994539,121,Sam,Petrevski-Seton,CAR,DEF,MID,73,113,9867,true,DEF,Bad Boys For Fyfe,James,1,2020
280762,401,Shane,Mumford,GWS,RUC,,79,,,,,,,1,2020
290194,526,Jamie,Macmillan,NTH,DEF,,88,80,,,,,,1,2020
230202,131,Kade,Simpson,CAR,DEF,,88,82,186,true,DEF,GetRichOrDieTryin,Mark,1,2020
271001,138,Dayne,Beams,COL,MID,,72,,,,,,,1,2020
294199,351,Sam,Menegola,GEE,MID,,84,35,,,,,,1,2020
1003130,752,Patrick,Lipinski,WBD,FWD,MID,75,,9867,false,FWD,Bad Boys For Fyfe,James,1,2020
298210,491,Christian,Petracca,MEL,FWD,,72,105,33301,true,FWD,"What's Up, Doch?",Jordan,1,2020
291902,501,Jack,Viney,MEL,MID,,76,186,182,true,MID,Coronaviney,Paul,1,2020
270588,199,Cale,Hooker,ESS,DEF,,75,,,,,,,1,2020
294596,671,Tim,Membrey,STK,FWD,,75,35,9867,true,FWD,Bad Boys For Fyfe,James,1,2020
1002240,175,Jaidyn,Stephenson,COL,FWD,,78,,,,,,,1,2020
291978,689,Harry,Cunningham,SYD,DEF,,92,56,,,,,,1,2020
295518,99,Sam,Docherty,CAR,DEF,,80,117,33301,true,DEF,"What's Up, Doch?",Jordan,1,2020
998129,278,Will,Brodie,GCS,MID,,91,36,182,true,MID,Coronaviney,Paul,1,2020
260750,591,Justin,Westhoff,PTA,FWD,MID,82,57,9806,true,FWD,HoweIMetYourMother,Lester,1,2020
1002583,635,Sydney,Stack,RIC,DEF,,70,55,9856,true,DEF,It's always Sonny,Simon,1,2020
261892,572,Hamish,Hartlett,PTA,DEF,,78,68,9806,false,DEF,HoweIMetYourMother,Lester,1,2020
992010,159,Brayden,Maynard,COL,DEF,,74,104,,,,,,1,2020
997846,208,Conor,McKenna,ESS,DEF,,77,,,,,,,1,2020
291351,426,Jack,Gunston,HAW,FWD,,77,73,5524,false,FWD,The Dragon's Laird,Luke,1,2020
990609,54,Charlie,Cameron,BRL,FWD,,78,75,,,,,,1,2020
270935,200,Michael,Hurley,ESS,DEF,,82,63,5524,true,DEF,The Dragon's Laird,Luke,1,2020
291867,509,Ben,Brown,NTH,FWD,,71,81,,,,,,1,2020
290156,533,Jasper,Pittard,NTH,DEF,,83,52,,,,,,1,2020
291313,153,Jeremy,Howe,COL,DEF,,65,156,9806,true,DEF,HoweIMetYourMother,Lester,1,2020
280804,382,Phil,Davis,GWS,DEF,,85,22,,,,,,1,2020
270896,606,Trent,Cotchin,RIC,MID,,81,94,,,,,,1,2020
993794,428,Blake,Hardwick,HAW,DEF,,75,,,,,,,1,2020
270951,225,David,Zaharakis,ESS,MID,,87,47,,,,,,1,2020
298419,356,Brandan,Parfitt,GEE,FWD,MID,79,,9856,false,FWD,It's always Sonny,Simon,1,2020
293854,266,Matt,Taberner,FRE,FWD,,73,41,,,,,,1,2020
290188,716,Sam,Reid,SYD,FWD,,80,,,,,,,1,2020
294266,788,Tom,Hickey,WCE,RUC,,70,26,,,,,,1,2020
996765,713,Tom,Papley,SYD,FWD,,66,85,5524,true,FWD,The Dragon's Laird,Luke,1,2020
990290,777,Tom,Barrass,WCE,DEF,,79,92,,,,,,1,2020
1001299,588,Connor,Rozee,PTA,FWD,,88,125,5524,true,FWD,The Dragon's Laird,Luke,1,2020
294469,683,Aliir,Aliir,SYD,DEF,,84,71,,,,,,1,2020
296190,112,Jack,Martin,CAR,FWD,MID,69,107,33301,true,FWD,"What's Up, Doch?",Jordan,1,2020
994389,679,Jack,Sinclair,STK,FWD,MID,74,,,,,,,1,2020
270512,294,Pearce,Hanley,GCS,DEF,,75,,,,,,,1,2020
240254,295,Jarrod,Harbrow,GCS,DEF,,90,,,,,,,1,2020
290073,753,Sam,Lloyd,WBD,FWD,,75,48,,,,,,1,2020
990827,613,Jack,Graham,RIC,MID,,102,40,,,,,,1,2020
297354,550,Karl,Amon,PTA,MID,,76,92,,,,,,1,2020
280744,416,Luke,Breust,HAW,FWD,,66,113,,,,,,1,2020
292145,575,Tom,Jonas,PTA,DEF,,76,50,,,,,,1,2020
210012,417,Shaun,Burgoyne,HAW,DEF,,83,126,,,,,,1,2020
291327,418,Jonathon,Ceglar,HAW,RUC,FWD,75,101,182,true,FWD,Coronaviney,Paul,1,2020
290117,656,Dan,Hannebery,STK,MID,,106,93,9806,true,MID,HoweIMetYourMother,Lester,1,2020
1006130,761,Bailey,Smith,WBD,FWD,MID,65,106,5524,true,FWD,The Dragon's Laird,Luke,1,2020
261911,565,Brad,Ebert,PTA,FWD,,76,104,186,false,FWD,GetRichOrDieTryin,Mark,1,2020
290550,341,Cameron,Guthrie,GEE,MID,,80,58,,,,,,1,2020
1001438,468,Bayley,Fritsch,MEL,DEF,FWD,70,39,9867,true,FWD,Bad Boys For Fyfe,James,1,2020
993107,391,Harry,Himmelberg,GWS,FWD,,72,63,,,,,,1,2020
290826,782,Jamie,Cripps,WCE,FWD,,85,69,,,,,,1,2020
290797,749,Alex,Keath,WBD,DEF,,73,79,9867,false,DEF,Bad Boys For Fyfe,James,1,2020
291962,459,Chad,Wingard,HAW,FWD,MID,78,131,5524,true,FWD,The Dragon's Laird,Luke,1,2020
298450,231,Connor,Blakely,FRE,DEF,,79,,186,false,DEF,GetRichOrDieTryin,Mark,1,2020
290085,739,Taylor,Duryea,WBD,DEF,,70,,,,,,,1,2020
998260,277,Jack,Bowes,GCS,MID,,81,93,,,,,,1,2020
998529,634,Ivan,Soldo,RIC,RUC,,76,100,,,,,,1,2020
998205,403,Harry,Perryman,GWS,MID,,76,132,,,,,,1,2020
294472,1,Rory,Atkins,ADE,MID,,75,87,,,,,,1,2020
294092,206,Anthony,McDonald-Tipungwuti,ESS,FWD,,82,67,,,,,,1,2020
271015,383,Matt,de Boer,GWS,MID,,70,68,,,,,,1,2020
290623,601,Josh,Caddy,RIC,FWD,MID,76,84,33301,true,MID,"What's Up, Doch?",Jordan,1,2020
293651,734,Hayden,Crozier,WBD,DEF,,59,115,,,,,,1,2020
280416,160,Chris,Mayne,COL,MID,,67,107,,,,,,1,2020
297473,19,Jake,Kelly,ADE,DEF,,66,51,,,,,,1,2020
298288,162,Darcy,Moore,COL,DEF,,81,55,,,,,,1,2020
295444,156,Tom,Langdon,COL,DEF,,77,,,,,,,1,2020
298174,625,Toby,Nankervis,RIC,RUC,,79,27,,,,,,1,2020
1000223,597,Liam,Baker,RIC,DEF,FWD,77,91,189,true,DEF,The Full Bonty,Anthony,1,2020
290787,507,Shaun,Atley,NTH,DEF,,74,67,,,,,,1,2020
281124,92,Levi,Casboult,CAR,DEF,FWD,75,104,,,,,,1,2020
993979,586,Sam,Powell-Pepper,PTA,FWD,MID,81,105,189,true,FWD,The Full Bonty,Anthony,1,2020
294068,215,Andrew,Phillips,ESS,RUC,,92,,,,,,,1,2020
998145,240,Sean,Darcy,FRE,RUC,,85,54,,,,,,1,2020
990882,28,Wayne,Milera,ADE,DEF,MID,64,96,182,true,DEF,Coronaviney,Paul,1,2020
296254,432,Jarman,Impey,HAW,DEF,,76,,,,,,,1,2020
1002264,649,Hunter,Clark,STK,DEF,,63,84,186,true,DEF,GetRichOrDieTryin,Mark,1,2020
992128,556,Ryan,Burton,PTA,DEF,,73,101,189,true,DEF,The Full Bonty,Anthony,1,2020
294504,560,Tom,Clurey,PTA,DEF,,75,61,,,,,,1,2020
1006096,564,Xavier,Duursma,PTA,MID,,69,79,,,,,,1,2020
293987,577,Jarrod,Lienert,PTA,DEF,,79,38,9856,false,DEF,It's always Sonny,Simon,1,2020
298630,203,Kyle,Langford,ESS,FWD,MID,77,88,,,,,,1,2020
992462,431,Daniel,Howe,HAW,DEF,MID,75,,,,,,,1,2020
280819,614,Dylan,Grimes,RIC,DEF,,64,50,,,,,,1,2020
998102,207,Andrew,McGrath,ESS,MID,,65,113,189,false,MID,The Full Bonty,Anthony,1,2020
993816,268,Darcy,Tucker,FRE,FWD,MID,73,76,9806,false,FWD,HoweIMetYourMother,Lester,1,2020
250222,477,Nathan,Jones,MEL,DEF,MID,75,,,,,,,1,2020
999824,353,Quinton,Narkle,GEE,MID,,104,82,189,false,MID,The Full Bonty,Anthony,1,2020
294737,721,Callum,Sinclair,SYD,RUC,,67,,,,,,,1,2020
240399,694,Lance,Franklin,SYD,FWD,,74,,,,,,,1,2020
998128,88,Alex,Witherden,BRL,DEF,,58,41,33301,false,DEF,"What's Up, Doch?",Jordan,1,2020
294624,125,Lachie,Plowman,CAR,DEF,,83,36,,,,,,1,2020
294733,34,Paul,Seedsman,ADE,MID,,69,58,,,,,,1,2020
1000972,563,Willem,Drew,PTA,MID,,72,,,,,,,1,2020
1002242,333,Charlie,Constable,GEE,MID,,74,,,,,,,1,2020
291819,499,Adam,Tomlinson,MEL,MID,,82,51,,,,,,1,2020
998134,641,Josh,Battle,STK,DEF,,53,,,,,,,1,2020
291849,161,Brody,Mihocek,COL,FWD,,66,127,,,,,,1,2020
296041,445,Tim,O'Brien,HAW,DEF,FWD,64,60,,,,,,1,2020
293813,618,Tom J.,Lynch,RIC,FWD,,69,55,186,true,FWD,GetRichOrDieTryin,Mark,1,2020
996708,735,Bailey,Dale,WBD,FWD,,68,16,,,,,,1,2020
297438,193,Martin,Gleeson,ESS,DEF,,81,,,,,,,1,2020
291533,486,Tom,McDonald,MEL,FWD,,66,40,182,false,FWD,Coronaviney,Paul,1,2020
290722,696,Sam,Gray,SYD,FWD,,71,73,,,,,,1,2020
291773,117,Jack,Newnes,CAR,MID,,59,67,,,,,,1,2020
292511,370,Zach,Tuohy,GEE,DEF,,65,64,9867,true,DEF,Bad Boys For Fyfe,James,1,2020
293884,223,Jake,Stringer,ESS,FWD,,86,74,,,,,,1,2020
296294,227,Blake,Acres,FRE,FWD,MID,60,,,,,,,1,2020
261497,369,Harry,Taylor,GEE,DEF,,68,85,,,,,,1,2020
298281,482,Jake,Lever,MEL,DEF,,71,53,,,,,,1,2020
281085,484,Steven,May,MEL,DEF,,61,69,5524,false,DEF,The Dragon's Laird,Luke,1,2020
296422,682,Callum,Wilkie,STK,DEF,,71,79,,,,,,1,2020
993832,134,Jacob,Weitering,CAR,DEF,,71,102,,,,,,1,2020
996692,473,Marty,Hore,MEL,DEF,,72,,,,,,,1,2020
993998,536,Jy,Simpkin,NTH,FWD,MID,67,131,9806,true,FWD,HoweIMetYourMother,Lester,1,2020
1002232,232,Andrew,Brayshaw,FRE,FWD,MID,66,66,9806,true,FWD,HoweIMetYourMother,Lester,1,2020
281281,792,Lewis,Jetta,WCE,DEF,,73,104,,,,,,1,2020
291720,152,Will,Hoskin-Elliott,COL,FWD,,84,96,,,,,,1,2020
293801,149,Jamie,Elliott,COL,FWD,,70,70,,,,,,1,2020
996483,756,Toby,McLean,WBD,FWD,,76,,,,,,,1,2020
997078,216,Mason,Redman,ESS,DEF,,69,79,,,,,,1,2020
993993,599,Shai,Bolton,RIC,FWD,,59,102,,,,,,1,2020
280934,40,Daniel,Talia,ADE,DEF,,63,79,,,,,,1,2020
1000959,419,James,Cousins,HAW,MID,,63,,,,,,,1,2020
993480,659,Dougal,Howard,STK,DEF,FWD,73,70,,,,,,1,2020
261374,404,Sam J.,Reid,GWS,DEF,,66,,,,,,,1,2020
994599,554,Riley,Bonner,PTA,DEF,,69,,,,,,,1,2020
250417,12,Bryce,Gibbs,ADE,MID,,69,16,,,,,,1,2020
296225,803,Willie,Rioli,WCE,FWD,,70,,,,,,,1,2020
250395,630,Jack,Riewoldt,RIC,FWD,,65,74,,,,,,1,2020
998103,691,Oliver,Florent,SYD,MID,,57,99,33301,true,MID,"What's Up, Doch?",Jordan,1,2020
996731,96,Charlie,Curnow,CAR,FWD,,69,,,,,,,1,2020
290823,237,Reece,Conca,FRE,MID,,69,88,,,,,,1,2020
294125,272,Nathan,Wilson,FRE,DEF,,74,,,,,,,1,2020
294828,347,Josh,Jenkins,GEE,FWD,,72,,,,,,,1,2020
1002770,142,Callum L.,Brown,COL,FWD,,67,89,,,,,,1,2020
296735,520,Aaron,Hall,NTH,MID,,81,54,,,,,,1,2020
291753,285,Sam,Day,GCS,FWD,,71,32,,,,,,1,2020
293193,2,Luke,Brown,ADE,DEF,,64,60,,,,,,1,2020
298289,324,Peter,Wright,GCS,FWD,,59,,,,,,,1,2020
1005521,74,Oscar,McInerney,BRL,RUC,FWD,72,39,,,,,,1,2020
280918,55,Allen,Christensen,BRL,FWD,,77,,,,,,,1,2020
1002404,757,Aaron,Naughton,WBD,FWD,,62,18,,,,,,1,2020
1000887,437,Mitch,Lewis,HAW,FWD,,71,,,,,,,1,2020
280506,41,Taylor,Walker,ADE,FWD,,70,55,,,,,,1,2020
1004938,352,Gryan,Miers,GEE,FWD,,67,64,,,,,,1,2020
